.headers on

-- Name: Tyra Oberholzer
-- File: Lab03-tyra.sql
-- Date: July 16, 2020

-- 1. What is the order number and the date of each order sold by each employee?

select e.employeeid, e.firstname, e.lastname, o.orderid, o.orderdate from employees e join orders o on e.employeeid = o.employeeid order by e.lastname, e.firstname;
EmployeeID|FirstName|LastName|OrderID|OrderDate
8|Laura|Callahan|10416|1997-01-16
8|Laura|Callahan|10421|1997-01-21
8|Laura|Callahan|10435|1997-02-04
8|Laura|Callahan|10437|1997-02-05
8|Laura|Callahan|10443|1997-02-12
8|Laura|Callahan|10450|1997-02-19
8|Laura|Callahan|10452|1997-02-20
8|Laura|Callahan|10455|1997-02-24
8|Laura|Callahan|10456|1997-02-25
8|Laura|Callahan|10460|1997-02-28
8|Laura|Callahan|10467|1997-03-06
8|Laura|Callahan|10472|1997-03-12
8|Laura|Callahan|10476|1997-03-17
8|Laura|Callahan|10481|1997-03-20
8|Laura|Callahan|10488|1997-03-27
8|Laura|Callahan|10491|1997-03-31
8|Laura|Callahan|10498|1997-04-07
8|Laura|Callahan|10521|1997-04-29
8|Laura|Callahan|10533|1997-05-12
8|Laura|Callahan|10534|1997-05-12
8|Laura|Callahan|10543|1997-05-21
8|Laura|Callahan|10545|1997-05-22
8|Laura|Callahan|10560|1997-06-06
8|Laura|Callahan|10565|1997-06-11
8|Laura|Callahan|10571|1997-06-17
8|Laura|Callahan|10589|1997-07-04
8|Laura|Callahan|10596|1997-07-11
8|Laura|Callahan|10602|1997-07-17
8|Laura|Callahan|10603|1997-07-18
8|Laura|Callahan|10610|1997-07-25
8|Laura|Callahan|10614|1997-07-29
8|Laura|Callahan|10623|1997-08-07
8|Laura|Callahan|10627|1997-08-11
8|Laura|Callahan|10631|1997-08-14
8|Laura|Callahan|10632|1997-08-14
8|Laura|Callahan|10635|1997-08-18
8|Laura|Callahan|10651|1997-09-01
8|Laura|Callahan|10660|1997-09-08
8|Laura|Callahan|10679|1997-09-23
8|Laura|Callahan|10694|1997-10-06
8|Laura|Callahan|10696|1997-10-08
8|Laura|Callahan|10706|1997-10-16
8|Laura|Callahan|10719|1997-10-27
8|Laura|Callahan|10720|1997-10-28
8|Laura|Callahan|10722|1997-10-29
8|Laura|Callahan|10724|1997-10-30
8|Laura|Callahan|10729|1997-11-04
8|Laura|Callahan|10756|1997-11-27
8|Laura|Callahan|10770|1997-12-09
8|Laura|Callahan|10786|1997-12-19
8|Laura|Callahan|10795|1997-12-24
8|Laura|Callahan|10811|1998-01-02
8|Laura|Callahan|10824|1998-01-09
8|Laura|Callahan|10844|1998-01-21
8|Laura|Callahan|10845|1998-01-21
8|Laura|Callahan|10852|1998-01-26
8|Laura|Callahan|10857|1998-01-28
8|Laura|Callahan|10862|1998-01-30
8|Laura|Callahan|10883|1998-02-12
8|Laura|Callahan|10887|1998-02-13
8|Laura|Callahan|10932|1998-03-06
8|Laura|Callahan|10940|1998-03-11
8|Laura|Callahan|10955|1998-03-17
8|Laura|Callahan|10957|1998-03-18
8|Laura|Callahan|10961|1998-03-19
8|Laura|Callahan|10962|1998-03-19
8|Laura|Callahan|10977|1998-03-26
8|Laura|Callahan|10979|1998-03-26
8|Laura|Callahan|10986|1998-03-30
8|Laura|Callahan|10987|1998-03-31
8|Laura|Callahan|10997|1998-04-03
8|Laura|Callahan|10998|1998-04-03
8|Laura|Callahan|11007|1998-04-08
8|Laura|Callahan|11034|1998-04-20
8|Laura|Callahan|11036|1998-04-20
8|Laura|Callahan|11046|1998-04-23
8|Laura|Callahan|11050|1998-04-27
8|Laura|Callahan|11054|1998-04-28
8|Laura|Callahan|11056|1998-04-28
8|Laura|Callahan|11065|1998-05-01
8|Laura|Callahan|11068|1998-05-04
8|Laura|Callahan|11075|1998-05-06
1|Nancy|Davolio|10258|1996-07-17
1|Nancy|Davolio|10270|1996-08-01
1|Nancy|Davolio|10275|1996-08-07
1|Nancy|Davolio|10285|1996-08-20
1|Nancy|Davolio|10292|1996-08-28
1|Nancy|Davolio|10293|1996-08-29
1|Nancy|Davolio|10304|1996-09-12
1|Nancy|Davolio|10306|1996-09-16
1|Nancy|Davolio|10311|1996-09-20
1|Nancy|Davolio|10314|1996-09-25
1|Nancy|Davolio|10316|1996-09-27
1|Nancy|Davolio|10325|1996-10-09
1|Nancy|Davolio|10340|1996-10-29
1|Nancy|Davolio|10351|1996-11-11
1|Nancy|Davolio|10357|1996-11-19
1|Nancy|Davolio|10361|1996-11-22
1|Nancy|Davolio|10364|1996-11-26
1|Nancy|Davolio|10371|1996-12-03
1|Nancy|Davolio|10374|1996-12-05
1|Nancy|Davolio|10376|1996-12-09
1|Nancy|Davolio|10377|1996-12-09
1|Nancy|Davolio|10385|1996-12-17
1|Nancy|Davolio|10387|1996-12-18
1|Nancy|Davolio|10393|1996-12-25
1|Nancy|Davolio|10394|1996-12-25
1|Nancy|Davolio|10396|1996-12-27
1|Nancy|Davolio|10400|1997-01-01
1|Nancy|Davolio|10401|1997-01-01
1|Nancy|Davolio|10405|1997-01-06
1|Nancy|Davolio|10453|1997-02-21
1|Nancy|Davolio|10461|1997-02-28
1|Nancy|Davolio|10465|1997-03-05
1|Nancy|Davolio|10469|1997-03-10
1|Nancy|Davolio|10473|1997-03-13
1|Nancy|Davolio|10482|1997-03-21
1|Nancy|Davolio|10486|1997-03-26
1|Nancy|Davolio|10508|1997-04-16
1|Nancy|Davolio|10524|1997-05-01
1|Nancy|Davolio|10525|1997-05-02
1|Nancy|Davolio|10537|1997-05-14
1|Nancy|Davolio|10542|1997-05-20
1|Nancy|Davolio|10546|1997-05-23
1|Nancy|Davolio|10558|1997-06-04
1|Nancy|Davolio|10562|1997-06-09
1|Nancy|Davolio|10567|1997-06-12
1|Nancy|Davolio|10579|1997-06-25
1|Nancy|Davolio|10587|1997-07-02
1|Nancy|Davolio|10591|1997-07-07
1|Nancy|Davolio|10598|1997-07-14
1|Nancy|Davolio|10604|1997-07-18
1|Nancy|Davolio|10605|1997-07-21
1|Nancy|Davolio|10612|1997-07-28
1|Nancy|Davolio|10616|1997-07-31
1|Nancy|Davolio|10618|1997-08-01
1|Nancy|Davolio|10626|1997-08-11
1|Nancy|Davolio|10630|1997-08-13
1|Nancy|Davolio|10653|1997-09-02
1|Nancy|Davolio|10655|1997-09-03
1|Nancy|Davolio|10664|1997-09-10
1|Nancy|Davolio|10665|1997-09-11
1|Nancy|Davolio|10668|1997-09-15
1|Nancy|Davolio|10671|1997-09-17
1|Nancy|Davolio|10677|1997-09-22
1|Nancy|Davolio|10680|1997-09-24
1|Nancy|Davolio|10689|1997-10-01
1|Nancy|Davolio|10690|1997-10-02
1|Nancy|Davolio|10709|1997-10-17
1|Nancy|Davolio|10710|1997-10-20
1|Nancy|Davolio|10713|1997-10-22
1|Nancy|Davolio|10717|1997-10-24
1|Nancy|Davolio|10718|1997-10-27
1|Nancy|Davolio|10733|1997-11-07
1|Nancy|Davolio|10743|1997-11-17
1|Nancy|Davolio|10746|1997-11-19
1|Nancy|Davolio|10773|1997-12-11
1|Nancy|Davolio|10776|1997-12-15
1|Nancy|Davolio|10785|1997-12-18
1|Nancy|Davolio|10788|1997-12-22
1|Nancy|Davolio|10789|1997-12-22
1|Nancy|Davolio|10792|1997-12-23
1|Nancy|Davolio|10800|1997-12-26
1|Nancy|Davolio|10813|1998-01-05
1|Nancy|Davolio|10821|1998-01-08
1|Nancy|Davolio|10825|1998-01-09
1|Nancy|Davolio|10827|1998-01-12
1|Nancy|Davolio|10834|1998-01-15
1|Nancy|Davolio|10835|1998-01-15
1|Nancy|Davolio|10842|1998-01-20
1|Nancy|Davolio|10850|1998-01-23
1|Nancy|Davolio|10859|1998-01-29
1|Nancy|Davolio|10877|1998-02-09
1|Nancy|Davolio|10886|1998-02-13
1|Nancy|Davolio|10888|1998-02-16
1|Nancy|Davolio|10894|1998-02-18
1|Nancy|Davolio|10900|1998-02-20
1|Nancy|Davolio|10902|1998-02-23
1|Nancy|Davolio|10909|1998-02-26
1|Nancy|Davolio|10910|1998-02-26
1|Nancy|Davolio|10916|1998-02-27
1|Nancy|Davolio|10921|1998-03-03
1|Nancy|Davolio|10928|1998-03-05
1|Nancy|Davolio|10946|1998-03-12
1|Nancy|Davolio|10950|1998-03-16
1|Nancy|Davolio|10952|1998-03-16
1|Nancy|Davolio|10968|1998-03-23
1|Nancy|Davolio|10969|1998-03-23
1|Nancy|Davolio|10975|1998-03-25
1|Nancy|Davolio|10976|1998-03-25
1|Nancy|Davolio|10981|1998-03-27
1|Nancy|Davolio|10984|1998-03-30
1|Nancy|Davolio|10991|1998-04-01
1|Nancy|Davolio|10992|1998-04-01
1|Nancy|Davolio|10995|1998-04-02
1|Nancy|Davolio|11012|1998-04-09
1|Nancy|Davolio|11023|1998-04-14
1|Nancy|Davolio|11027|1998-04-16
1|Nancy|Davolio|11038|1998-04-21
1|Nancy|Davolio|11039|1998-04-21
1|Nancy|Davolio|11064|1998-05-01
1|Nancy|Davolio|11067|1998-05-04
1|Nancy|Davolio|11069|1998-05-04
1|Nancy|Davolio|11071|1998-05-05
1|Nancy|Davolio|11077|1998-05-06
9|Anne|Dodsworth|10255|1996-07-12
9|Anne|Dodsworth|10263|1996-07-23
9|Anne|Dodsworth|10324|1996-10-08
9|Anne|Dodsworth|10331|1996-10-16
9|Anne|Dodsworth|10386|1996-12-18
9|Anne|Dodsworth|10411|1997-01-10
9|Anne|Dodsworth|10475|1997-03-14
9|Anne|Dodsworth|10501|1997-04-09
9|Anne|Dodsworth|10506|1997-04-15
9|Anne|Dodsworth|10538|1997-05-15
9|Anne|Dodsworth|10557|1997-06-03
9|Anne|Dodsworth|10566|1997-06-12
9|Anne|Dodsworth|10577|1997-06-23
9|Anne|Dodsworth|10586|1997-07-02
9|Anne|Dodsworth|10646|1997-08-27
9|Anne|Dodsworth|10672|1997-09-17
9|Anne|Dodsworth|10687|1997-09-30
9|Anne|Dodsworth|10705|1997-10-15
9|Anne|Dodsworth|10736|1997-11-11
9|Anne|Dodsworth|10745|1997-11-18
9|Anne|Dodsworth|10750|1997-11-21
9|Anne|Dodsworth|10771|1997-12-10
9|Anne|Dodsworth|10782|1997-12-17
9|Anne|Dodsworth|10799|1997-12-26
9|Anne|Dodsworth|10828|1998-01-13
9|Anne|Dodsworth|10829|1998-01-13
9|Anne|Dodsworth|10837|1998-01-16
9|Anne|Dodsworth|10849|1998-01-23
9|Anne|Dodsworth|10853|1998-01-27
9|Anne|Dodsworth|10871|1998-02-05
9|Anne|Dodsworth|10889|1998-02-16
9|Anne|Dodsworth|10893|1998-02-18
9|Anne|Dodsworth|10905|1998-02-24
9|Anne|Dodsworth|10942|1998-03-11
9|Anne|Dodsworth|10951|1998-03-16
9|Anne|Dodsworth|10953|1998-03-16
9|Anne|Dodsworth|10963|1998-03-19
9|Anne|Dodsworth|10970|1998-03-24
9|Anne|Dodsworth|10978|1998-03-26
9|Anne|Dodsworth|11016|1998-04-10
9|Anne|Dodsworth|11017|1998-04-13
9|Anne|Dodsworth|11022|1998-04-14
9|Anne|Dodsworth|11058|1998-04-29
2|Andrew|Fuller|10265|1996-07-25
2|Andrew|Fuller|10277|1996-08-09
2|Andrew|Fuller|10280|1996-08-14
2|Andrew|Fuller|10295|1996-09-02
2|Andrew|Fuller|10300|1996-09-09
2|Andrew|Fuller|10307|1996-09-17
2|Andrew|Fuller|10312|1996-09-23
2|Andrew|Fuller|10313|1996-09-24
2|Andrew|Fuller|10327|1996-10-11
2|Andrew|Fuller|10339|1996-10-28
2|Andrew|Fuller|10345|1996-11-04
2|Andrew|Fuller|10368|1996-11-29
2|Andrew|Fuller|10379|1996-12-11
2|Andrew|Fuller|10388|1996-12-19
2|Andrew|Fuller|10392|1996-12-24
2|Andrew|Fuller|10398|1996-12-30
2|Andrew|Fuller|10404|1997-01-03
2|Andrew|Fuller|10407|1997-01-07
2|Andrew|Fuller|10414|1997-01-14
2|Andrew|Fuller|10422|1997-01-22
2|Andrew|Fuller|10457|1997-02-25
2|Andrew|Fuller|10462|1997-03-03
2|Andrew|Fuller|10471|1997-03-11
2|Andrew|Fuller|10478|1997-03-18
2|Andrew|Fuller|10487|1997-03-26
2|Andrew|Fuller|10502|1997-04-10
2|Andrew|Fuller|10515|1997-04-23
2|Andrew|Fuller|10516|1997-04-24
2|Andrew|Fuller|10541|1997-05-19
2|Andrew|Fuller|10552|1997-05-29
2|Andrew|Fuller|10553|1997-05-30
2|Andrew|Fuller|10556|1997-06-03
2|Andrew|Fuller|10561|1997-06-06
2|Andrew|Fuller|10563|1997-06-10
2|Andrew|Fuller|10583|1997-06-30
2|Andrew|Fuller|10588|1997-07-03
2|Andrew|Fuller|10595|1997-07-10
2|Andrew|Fuller|10615|1997-07-30
2|Andrew|Fuller|10620|1997-08-05
2|Andrew|Fuller|10657|1997-09-04
2|Andrew|Fuller|10663|1997-09-10
2|Andrew|Fuller|10669|1997-09-15
2|Andrew|Fuller|10673|1997-09-18
2|Andrew|Fuller|10676|1997-09-22
2|Andrew|Fuller|10683|1997-09-26
2|Andrew|Fuller|10686|1997-09-30
2|Andrew|Fuller|10691|1997-10-03
2|Andrew|Fuller|10727|1997-11-03
2|Andrew|Fuller|10734|1997-11-07
2|Andrew|Fuller|10737|1997-11-11
2|Andrew|Fuller|10738|1997-11-12
2|Andrew|Fuller|10752|1997-11-24
2|Andrew|Fuller|10780|1997-12-16
2|Andrew|Fuller|10781|1997-12-17
2|Andrew|Fuller|10787|1997-12-19
2|Andrew|Fuller|10798|1997-12-26
2|Andrew|Fuller|10805|1997-12-30
2|Andrew|Fuller|10808|1998-01-01
2|Andrew|Fuller|10810|1998-01-01
2|Andrew|Fuller|10815|1998-01-05
2|Andrew|Fuller|10819|1998-01-07
2|Andrew|Fuller|10832|1998-01-14
2|Andrew|Fuller|10846|1998-01-22
2|Andrew|Fuller|10858|1998-01-29
2|Andrew|Fuller|10865|1998-02-02
2|Andrew|Fuller|10912|1998-02-26
2|Andrew|Fuller|10915|1998-02-27
2|Andrew|Fuller|10919|1998-03-02
2|Andrew|Fuller|10939|1998-03-10
2|Andrew|Fuller|10949|1998-03-13
2|Andrew|Fuller|10967|1998-03-23
2|Andrew|Fuller|10971|1998-03-24
2|Andrew|Fuller|10982|1998-03-27
2|Andrew|Fuller|10983|1998-03-27
2|Andrew|Fuller|10985|1998-03-30
2|Andrew|Fuller|10989|1998-03-31
2|Andrew|Fuller|10990|1998-04-01
2|Andrew|Fuller|10994|1998-04-02
2|Andrew|Fuller|11000|1998-04-06
2|Andrew|Fuller|11001|1998-04-06
2|Andrew|Fuller|11005|1998-04-07
2|Andrew|Fuller|11009|1998-04-08
2|Andrew|Fuller|11010|1998-04-09
2|Andrew|Fuller|11013|1998-04-09
2|Andrew|Fuller|11014|1998-04-10
2|Andrew|Fuller|11015|1998-04-10
2|Andrew|Fuller|11020|1998-04-14
2|Andrew|Fuller|11028|1998-04-16
2|Andrew|Fuller|11032|1998-04-17
2|Andrew|Fuller|11035|1998-04-20
2|Andrew|Fuller|11042|1998-04-22
2|Andrew|Fuller|11053|1998-04-27
2|Andrew|Fuller|11059|1998-04-29
2|Andrew|Fuller|11060|1998-04-30
2|Andrew|Fuller|11070|1998-05-05
2|Andrew|Fuller|11073|1998-05-05
7|Robert|King|10289|1996-08-26
7|Robert|King|10303|1996-09-11
7|Robert|King|10308|1996-09-18
7|Robert|King|10319|1996-10-02
7|Robert|King|10322|1996-10-04
7|Robert|King|10335|1996-10-22
7|Robert|King|10336|1996-10-23
7|Robert|King|10341|1996-10-29
7|Robert|King|10349|1996-11-08
7|Robert|King|10353|1996-11-13
7|Robert|King|10367|1996-11-28
7|Robert|King|10406|1997-01-07
7|Robert|King|10424|1997-01-23
7|Robert|King|10428|1997-01-28
7|Robert|King|10458|1997-02-26
7|Robert|King|10483|1997-03-24
7|Robert|King|10490|1997-03-31
7|Robert|King|10496|1997-04-04
7|Robert|King|10497|1997-04-04
7|Robert|King|10507|1997-04-15
7|Robert|King|10512|1997-04-21
7|Robert|King|10513|1997-04-22
7|Robert|King|10520|1997-04-29
7|Robert|King|10523|1997-05-01
7|Robert|King|10527|1997-05-05
7|Robert|King|10531|1997-05-08
7|Robert|King|10532|1997-05-09
7|Robert|King|10550|1997-05-28
7|Robert|King|10573|1997-06-19
7|Robert|King|10585|1997-07-01
7|Robert|King|10593|1997-07-09
7|Robert|King|10597|1997-07-11
7|Robert|King|10601|1997-07-16
7|Robert|King|10609|1997-07-24
7|Robert|King|10633|1997-08-15
7|Robert|King|10639|1997-08-20
7|Robert|King|10642|1997-08-22
7|Robert|King|10659|1997-09-05
7|Robert|King|10661|1997-09-09
7|Robert|King|10666|1997-09-12
7|Robert|King|10667|1997-09-12
7|Robert|King|10678|1997-09-23
7|Robert|King|10695|1997-10-07
7|Robert|King|10731|1997-11-06
7|Robert|King|10775|1997-12-12
7|Robert|King|10777|1997-12-15
7|Robert|King|10797|1997-12-25
7|Robert|King|10809|1998-01-01
7|Robert|King|10818|1998-01-07
7|Robert|King|10836|1998-01-16
7|Robert|King|10848|1998-01-23
7|Robert|King|10868|1998-02-04
7|Robert|King|10876|1998-02-09
7|Robert|King|10880|1998-02-10
7|Robert|King|10890|1998-02-16
7|Robert|King|10891|1998-02-17
7|Robert|King|10896|1998-02-19
7|Robert|King|10923|1998-03-03
7|Robert|King|10937|1998-03-10
7|Robert|King|10941|1998-03-11
7|Robert|King|10958|1998-03-18
7|Robert|King|10993|1998-04-01
7|Robert|King|11008|1998-04-08
7|Robert|King|11030|1998-04-17
7|Robert|King|11033|1998-04-17
7|Robert|King|11037|1998-04-21
7|Robert|King|11047|1998-04-24
7|Robert|King|11048|1998-04-24
7|Robert|King|11051|1998-04-27
7|Robert|King|11055|1998-04-28
7|Robert|King|11066|1998-05-01
7|Robert|King|11074|1998-05-06
3|Janet|Leverling|10251|1996-07-08
3|Janet|Leverling|10253|1996-07-10
3|Janet|Leverling|10256|1996-07-15
3|Janet|Leverling|10266|1996-07-26
3|Janet|Leverling|10273|1996-08-05
3|Janet|Leverling|10283|1996-08-16
3|Janet|Leverling|10309|1996-09-19
3|Janet|Leverling|10321|1996-10-03
3|Janet|Leverling|10330|1996-10-16
3|Janet|Leverling|10332|1996-10-17
3|Janet|Leverling|10346|1996-11-05
3|Janet|Leverling|10352|1996-11-12
3|Janet|Leverling|10362|1996-11-25
3|Janet|Leverling|10365|1996-11-27
3|Janet|Leverling|10375|1996-12-06
3|Janet|Leverling|10381|1996-12-12
3|Janet|Leverling|10384|1996-12-16
3|Janet|Leverling|10391|1996-12-23
3|Janet|Leverling|10409|1997-01-09
3|Janet|Leverling|10410|1997-01-10
3|Janet|Leverling|10413|1997-01-14
3|Janet|Leverling|10415|1997-01-15
3|Janet|Leverling|10420|1997-01-21
3|Janet|Leverling|10429|1997-01-29
3|Janet|Leverling|10432|1997-01-31
3|Janet|Leverling|10433|1997-02-03
3|Janet|Leverling|10434|1997-02-03
3|Janet|Leverling|10436|1997-02-05
3|Janet|Leverling|10438|1997-02-06
3|Janet|Leverling|10441|1997-02-10
3|Janet|Leverling|10442|1997-02-11
3|Janet|Leverling|10444|1997-02-12
3|Janet|Leverling|10445|1997-02-13
3|Janet|Leverling|10449|1997-02-18
3|Janet|Leverling|10468|1997-03-07
3|Janet|Leverling|10479|1997-03-19
3|Janet|Leverling|10484|1997-03-24
3|Janet|Leverling|10492|1997-04-01
3|Janet|Leverling|10495|1997-04-03
3|Janet|Leverling|10505|1997-04-14
3|Janet|Leverling|10514|1997-04-22
3|Janet|Leverling|10517|1997-04-24
3|Janet|Leverling|10530|1997-05-08
3|Janet|Leverling|10536|1997-05-14
3|Janet|Leverling|10540|1997-05-19
3|Janet|Leverling|10547|1997-05-23
3|Janet|Leverling|10548|1997-05-26
3|Janet|Leverling|10568|1997-06-13
3|Janet|Leverling|10570|1997-06-17
3|Janet|Leverling|10572|1997-06-18
3|Janet|Leverling|10576|1997-06-23
3|Janet|Leverling|10581|1997-06-26
3|Janet|Leverling|10582|1997-06-27
3|Janet|Leverling|10592|1997-07-08
3|Janet|Leverling|10594|1997-07-09
3|Janet|Leverling|10619|1997-08-04
3|Janet|Leverling|10625|1997-08-08
3|Janet|Leverling|10638|1997-08-20
3|Janet|Leverling|10644|1997-08-25
3|Janet|Leverling|10662|1997-09-09
3|Janet|Leverling|10681|1997-09-25
3|Janet|Leverling|10682|1997-09-25
3|Janet|Leverling|10684|1997-09-26
3|Janet|Leverling|10693|1997-10-06
3|Janet|Leverling|10697|1997-10-08
3|Janet|Leverling|10699|1997-10-09
3|Janet|Leverling|10700|1997-10-10
3|Janet|Leverling|10712|1997-10-21
3|Janet|Leverling|10715|1997-10-23
3|Janet|Leverling|10723|1997-10-30
3|Janet|Leverling|10732|1997-11-06
3|Janet|Leverling|10739|1997-11-12
3|Janet|Leverling|10742|1997-11-14
3|Janet|Leverling|10748|1997-11-20
3|Janet|Leverling|10751|1997-11-24
3|Janet|Leverling|10753|1997-11-25
3|Janet|Leverling|10758|1997-11-28
3|Janet|Leverling|10759|1997-11-28
3|Janet|Leverling|10762|1997-12-02
3|Janet|Leverling|10763|1997-12-03
3|Janet|Leverling|10765|1997-12-04
3|Janet|Leverling|10768|1997-12-08
3|Janet|Leverling|10769|1997-12-08
3|Janet|Leverling|10772|1997-12-10
3|Janet|Leverling|10778|1997-12-16
3|Janet|Leverling|10779|1997-12-16
3|Janet|Leverling|10793|1997-12-24
3|Janet|Leverling|10796|1997-12-25
3|Janet|Leverling|10806|1997-12-31
3|Janet|Leverling|10814|1998-01-05
3|Janet|Leverling|10817|1998-01-06
3|Janet|Leverling|10820|1998-01-07
3|Janet|Leverling|10831|1998-01-14
3|Janet|Leverling|10838|1998-01-19
3|Janet|Leverling|10839|1998-01-19
3|Janet|Leverling|10854|1998-01-27
3|Janet|Leverling|10855|1998-01-27
3|Janet|Leverling|10856|1998-01-28
3|Janet|Leverling|10860|1998-01-29
3|Janet|Leverling|10879|1998-02-10
3|Janet|Leverling|10895|1998-02-18
3|Janet|Leverling|10897|1998-02-19
3|Janet|Leverling|10903|1998-02-24
3|Janet|Leverling|10904|1998-02-24
3|Janet|Leverling|10911|1998-02-26
3|Janet|Leverling|10918|1998-03-02
3|Janet|Leverling|10924|1998-03-04
3|Janet|Leverling|10925|1998-03-04
3|Janet|Leverling|10934|1998-03-09
3|Janet|Leverling|10936|1998-03-09
3|Janet|Leverling|10938|1998-03-10
3|Janet|Leverling|10947|1998-03-13
3|Janet|Leverling|10948|1998-03-13
3|Janet|Leverling|10960|1998-03-19
3|Janet|Leverling|10964|1998-03-20
3|Janet|Leverling|10974|1998-03-25
3|Janet|Leverling|10988|1998-03-31
3|Janet|Leverling|11003|1998-04-06
3|Janet|Leverling|11004|1998-04-07
3|Janet|Leverling|11006|1998-04-07
3|Janet|Leverling|11011|1998-04-09
3|Janet|Leverling|11021|1998-04-14
3|Janet|Leverling|11041|1998-04-22
3|Janet|Leverling|11049|1998-04-24
3|Janet|Leverling|11052|1998-04-27
3|Janet|Leverling|11057|1998-04-29
3|Janet|Leverling|11063|1998-04-30
4|Margaret|Peacock|10250|1996-07-08
4|Margaret|Peacock|10252|1996-07-09
4|Margaret|Peacock|10257|1996-07-16
4|Margaret|Peacock|10259|1996-07-18
4|Margaret|Peacock|10260|1996-07-19
4|Margaret|Peacock|10261|1996-07-19
4|Margaret|Peacock|10267|1996-07-29
4|Margaret|Peacock|10281|1996-08-14
4|Margaret|Peacock|10282|1996-08-15
4|Margaret|Peacock|10284|1996-08-19
4|Margaret|Peacock|10288|1996-08-23
4|Margaret|Peacock|10294|1996-08-30
4|Margaret|Peacock|10299|1996-09-06
4|Margaret|Peacock|10302|1996-09-10
4|Margaret|Peacock|10315|1996-09-26
4|Margaret|Peacock|10323|1996-10-07
4|Margaret|Peacock|10326|1996-10-10
4|Margaret|Peacock|10328|1996-10-14
4|Margaret|Peacock|10329|1996-10-15
4|Margaret|Peacock|10337|1996-10-24
4|Margaret|Peacock|10338|1996-10-25
4|Margaret|Peacock|10342|1996-10-30
4|Margaret|Peacock|10343|1996-10-31
4|Margaret|Peacock|10344|1996-11-01
4|Margaret|Peacock|10347|1996-11-06
4|Margaret|Peacock|10348|1996-11-07
4|Margaret|Peacock|10360|1996-11-22
4|Margaret|Peacock|10363|1996-11-26
4|Margaret|Peacock|10373|1996-12-05
4|Margaret|Peacock|10382|1996-12-13
4|Margaret|Peacock|10389|1996-12-20
4|Margaret|Peacock|10403|1997-01-03
4|Margaret|Peacock|10417|1997-01-16
4|Margaret|Peacock|10418|1997-01-17
4|Margaret|Peacock|10419|1997-01-20
