.headers on

-- Name: Tyra oberholzer
-- File: TSQL-EX03-Tyra.sql
-- Date: July 19, 2020

-- 1. Using SQLite and the Northwind database, create a line item report that contains a line for each product in the order with the following columns: the order id, the product id, the unit price, the quantity sold, the line item price, and the percent of that line item constitutes of the total amount of the order.

select orderid, productid, unitprice, (unitprice * quantity) as line_total, ((unitprice*quantity)/(sum(unitprice*quantity)))*100 as PctOfTotalOrder from order_details group by orderid;
OrderID|ProductID|UnitPrice|line_total|PctOfTotalOrder
10448|26|24.9|149.4|33.6941813261164
10449|10|24.8|347.2|18.8880426504189
10450|10|24.8|496.0|93.3383515242755
10451|55|19.2|2304.0|53.8644971244214
10452|28|36.4|546.0|26.0496183206107
10453|48|10.2|153.0|33.7748344370861
10454|16|13.9|278.0|67.1497584541063
10455|39|14.4|288.0|10.7302533532042
10456|21|8.0|320.0|48.780487804878
10457|59|44.0|1584.0|100.0
10458|26|24.9|747.0|19.1981495759445
10459|7|24.0|384.0|22.7488151658768
10460|68|10.0|210.0|89.4378194207836
10461|21|8.0|320.0|15.5975823747319
10462|13|4.8|4.8|3.07692307692308
10463|19|7.3|153.3|21.4916584887144
10464|4|17.6|281.6|15.2380952380952
10465|24|3.6|90.0|3.31004045605002
10466|11|16.8|168.0|77.7777777777778
10467|24|3.6|100.8|42.8571428571429
10468|30|20.7|165.6|23.0769230769231
10469|2|15.2|608.0|54.0204353620613
10470|18|50.0|1500.0|82.3813708260106
10471|7|24.0|720.0|54.2168674698795
10472|24|3.6|288.0|27.3972602739726
10473|33|2.0|24.0|10.4166666666667
10474|14|18.6|223.2|17.8688655832199
10475|31|10.0|350.0|19.7650779308787
10476|55|19.2|38.4|21.0526315789474
10477|1|14.4|216.0|32.1428571428571
10478|10|24.8|496.0|100.0
10479|38|210.8|6324.0|60.2538206486528
10480|47|7.6|228.0|30.1587301587302
10481|49|16.0|384.0|26.0869565217391
10482|40|14.7|147.0|100.0
10483|34|11.2|392.0|55.6818181818182
10484|21|8.0|112.0|29.0005178663905
10485|2|15.2|304.0|17.2727272727273
10486|11|16.8|84.0|6.60377358490566
10487|19|7.3|36.5|3.94551940330775
10488|59|44.0|1320.0|84.6153846153846
10489|11|16.8|252.0|50.179211469534
10490|59|44.0|2640.0|83.4597875569044
10491|44|15.5|232.5|76.1546020307894
10492|25|11.2|672.0|75.0
10493|65|16.8|252.0|37.2781065088757
10494|56|30.4|912.0|100.0
10495|23|7.2|72.0|25.8992805755396
10496|31|10.0|200.0|100.0
10497|56|30.4|425.6|30.8271765898885
10498|24|4.5|63.0|10.9565217391304
10499|28|45.6|912.0|64.5892351274787
10500|15|15.5|186.0|33.7690631808279
10501|54|7.45|149.0|100.0
10502|45|9.5|199.5|24.4395442851893
10503|14|23.25|1627.5|79.4483768611179
10504|2|19.0|228.0|16.4205977673749
10505|62|49.3|147.9|100.0
10506|25|14.0|252.0|54.5454545454545
10507|43|46.0|690.0|78.2978723404255
10508|13|6.0|60.0|25.0
10509|28|45.6|136.8|100.0
10510|29|123.79|4456.44|94.108256043789
10511|4|22.0|1100.0|36.6666666666667
10512|24|4.5|45.0|7.28155339805825
10513|21|10.0|400.0|16.4778578784758
10514|20|81.0|3159.0|36.6326702189959
10515|9|97.0|1552.0|14.6574113424942
10516|18|62.5|1562.5|59.7628609676802
10517|52|7.0|42.0|11.9318181818182
10518|24|4.5|22.5|0.542162142624788
10519|10|31.0|496.0|21.0526315789474
10520|24|4.5|36.0|18.0
10521|35|18.0|54.0|23.9467849223947
10522|1|18.0|720.0|27.0900744977049
10523|17|39.0|975.0|35.8997017563239
10524|10|31.0|62.0|1.94196044038651
10525|36|19.0|570.0|67.3758865248227
10526|1|18.0|144.0|10.7142857142857
10527|4|22.0|1100.0|65.8682634730539
10528|11|21.0|63.0|15.9010600706714
10529|55|24.0|336.0|35.5179704016913
10530|17|39.0|1560.0|37.3205741626794
10531|59|55.0|110.0|100.0
10532|30|25.89|388.35|48.766245997363
10533|4|22.0|1100.0|47.9261066573719
10534|30|25.89|258.9|50.0386548125242
10535|11|21.0|1050.0|48.6900069557153
10536|12|38.0|570.0|27.3381294964029
10537|31|12.5|375.0|20.5614650729247
10538|70|15.0|105.0|75.107296137339
10539|13|6.0|48.0|13.5021097046413
10540|3|10.0|600.0|5.88714345987421
10541|24|4.5|157.5|7.28222674311078
10542|11|21.0|315.0|63.7910085054678
10543|12|38.0|1140.0|64.4067796610169
10544|28|45.6|319.2|76.510067114094
10545|11|21.0|210.0|100.0
10546|7|30.0|300.0|10.6685633001422
10547|32|32.0|768.0|40.251572327044
10548|34|14.0|140.0|50.8905852417303
10549|31|12.5|687.5|16.4414683725936
10550|17|39.0|312.0|41.6555407209613
10551|16|17.45|698.0|38.0174291938998
10552|69|36.0|648.0|73.5945485519591
10553|11|21.0|315.0|20.3712086917157
10554|16|17.45|523.5|28.7716405605936
10555|14|23.25|697.5|18.95122945252
10556|72|34.8|835.2|100.0
10557|64|33.25|997.5|86.5509761388286
10558|47|9.5|237.5|11.0831116710999
10559|41|9.65|115.8|21.1391018619934
10560|30|25.89|517.8|41.1834884275829
10561|44|19.45|194.5|6.83775707505713
10562|33|2.5|50.0|9.20810313075506
10563|36|19.0|475.0|49.2227979274611
10564|17|39.0|624.0|48.0369515011547
10565|24|4.5|112.5|15.8227848101266
10566|11|21.0|735.0|36.0294117647059
10567|31|12.5|750.0|24.123512383403
10568|10|31.0|155.0|100.0
10569|31|12.5|437.5|44.7570332480818
10570|11|21.0|315.0|12.1387283236994
10571|14|23.25|255.75|39.4828251640293
10572|16|17.45|209.4|13.3746367323476
10573|17|39.0|702.0|33.7175792507205
10574|33|2.5|35.0|4.57935365694099
10575|59|55.0|660.0|30.7348421346745
10576|1|18.0|180.0|21.4681853420001
10577|39|18.0|180.0|31.6344463971881
10578|35|18.0|360.0|75.4716981132076
10579|15|15.5|155.0|48.780487804878
10580|14|23.25|348.75|32.6820354231094
10581|75|7.75|387.5|100.0
10582|57|19.5|78.0|23.6363636363636
10583|29|123.79|1237.9|51.2821575044534
10584|31|12.5|625.0|100.0
10585|47|9.5|142.5|100.0
10586|52|7.0|28.0|100.0
10587|26|31.23|187.38|23.2084024870569
10588|18|62.5|2500.0|64.1025641025641
10589|35|18.0|72.0|100.0
10590|1|18.0|360.0|31.5789473684211
10591|3|10.0|140.0|17.2307692307692
10592|15|15.5|387.5|71.2774763174837
10593|20|81.0|1701.0|68.2310469314079
10594|52|7.0|168.0|29.7082228116711
10595|35|18.0|540.0|8.57142857142857
10596|56|38.0|190.0|12.8717566560531
10597|24|4.5|157.5|19.6850393700787
10598|27|43.9|2195.0|91.8986811806573
10599|62|49.3|493.0|100.0
10600|54|7.45|29.8|6.21092121717382
10601|13|6.0|360.0|15.7549234135667
10602|77|13.0|65.0|100.0
10603|22|21.0|1008.0|66.8435013262599
10604|48|12.75|76.5|29.8245614035088
10605|16|17.45|523.5|12.1012482662968
10606|4|22.0|440.0|31.1394196744515
10607|7|30.0|1350.0|20.8481329338728
10608|56|38.0|1064.0|100.0
10609|1|18.0|54.0|12.7358490566038
10610|36|19.0|399.0|100.0
10611|1|18.0|108.0|13.3663366336634
10612|10|31.0|2170.0|34.0392156862745
10613|13|6.0|48.0|13.4078212290503
10614|11|21.0|294.0|63.3620689655172
10615|55|24.0|120.0|100.0
10616|38|263.5|3952.5|78.5472972972973
10617|59|55.0|1650.0|100.0
10618|6|25.0|1750.0|64.8748841519926
10619|21|10.0|420.0|33.3333333333333
10620|24|4.5|22.5|39.1304347826087
10621|19|9.2|46.0|6.06460118655241
10622|2|19.0|380.0|62.8099173553719
10623|14|23.25|488.25|34.1493268053856
10624|28|45.6|456.0|32.7294651316356
10625|14|23.25|69.75|14.538822303283
10626|53|32.8|393.6|26.1771747805267
10627|62|49.3|739.5|58.4816132858837
10628|1|18.0|450.0|100.0
10629|29|123.79|2475.8|89.2164105151259
10630|55|24.0|288.0|31.3725490196078
10631|75|7.75|62.0|100.0
10632|2|19.0|570.0|91.9354838709677
10633|12|38.0|1368.0|21.1011792289123
10634|7|30.0|1050.0|21.0610771236586
10635|4|22.0|220.0|15.9391414598805
10636|4|22.0|550.0|87.3709293089754
10637|11|21.0|210.0|7.25075528700906
10638|45|9.5|190.0|6.98516571386555
10639|18|62.5|500.0|100.0
10640|69|36.0|720.0|76.1904761904762
10641|2|19.0|950.0|46.2512171372931
10642|21|10.0|300.0|34.4827586206897
10643|28|45.6|684.0|62.9834254143646
10644|18|62.5|250.0|17.5808720112518
10645|18|62.5|1250.0|81.4332247557003
10646|1|18.0|270.0|14.0041493775934
10647|19|9.2|276.0|43.3962264150943
10648|22|21.0|315.0|82.3529411764706
10649|28|45.6|912.0|63.5983263598326
10650|30|25.89|776.7|42.6711350401055
10651|19|9.2|110.4|20.814479638009
10652|30|25.89|51.78|15.6067273494484
10653|16|17.45|523.5|43.4981304528459
10654|4|22.0|264.0|39.4795872588605
10655|41|9.65|193.0|100.0
10656|14|23.25|69.75|10.3895136664929
10657|15|15.5|775.0|17.7280629517797
10658|21|10.0|600.0|12.853470437018
10659|31|12.5|250.0|19.3558377206566
10660|20|81.0|1701.0|100.0
10661|39|18.0|54.0|7.67863490934945
10662|68|12.5|125.0|100.0
10663|40|18.4|552.0|27.1653543307087
10664|10|31.0|744.0|49.0846115784265
10665|51|53.0|1060.0|81.8532818532819
10666|29|123.79|4456.44|95.4895498977917
10667|69|36.0|1620.0|84.3310775637689
10668|31|12.5|100.0|14.3936667866139
10669|36|19.0|570.0|100.0
10670|23|9.0|288.0|12.5122189638319
10671|16|17.45|174.5|18.9653298554505
10672|38|263.5|3952.5|93.8724617028856
10673|16|17.45|52.35|12.6955256456893
10674|23|9.0|45.0|100.0
10675|14|23.25|697.5|49.0161630358398
10676|10|31.0|62.0|11.5920351500421
10677|26|31.23|936.9|97.9099174417389
10678|12|38.0|3800.0|72.2914486825835
10679|59|55.0|660.0|100.0
10680|16|17.45|872.5|51.8573551263002
10681|19|9.2|276.0|20.7987942727958
10682|33|2.5|75.0|19.9733688415446
10683|52|7.0|63.0|100.0
10684|40|18.4|368.0|20.8144796380091
10685|10|31.0|620.0|77.3935838222444
10686|17|39.0|1170.0|71.4089535841802
10687|9|97.0|4850.0|78.2018413711927
10688|10|31.0|558.0|15.9885386819484
10689|1|18.0|630.0|100.0
10690|56|38.0|760.0|66.0869565217391
10691|1|18.0|540.0|5.31245081064064
10692|63|43.9|878.0|100.0
10693|9|97.0|582.0|24.9357326478149
10694|7|30.0|2700.0|55.9585492227979
10695|8|40.0|400.0|62.3052959501558
10696|17|39.0|780.0|78.3132530120482
10697|19|9.2|64.4|5.99683396964335
10698|11|21.0|315.0|8.74822605416124
10699|47|9.5|114.0|100.0
10700|1|18.0|90.0|4.39453125
10701|59|55.0|2310.0|68.5459940652819
10702|3|10.0|60.0|18.1818181818182
10703|2|19.0|95.0|3.7328094302554
10704|4|22.0|132.0|22.1662468513854
10705|31|12.5|250.0|66.1375661375661
10706|16|17.45|349.0|18.4363444268357
10707|55|24.0|504.0|29.5774647887324
10708|5|21.35|85.4|47.3392461197339
10709|8|40.0|1600.0|46.7289719626168
10710|19|9.2|46.0|49.1978609625668
10711|19|9.2|110.4|2.47995147921019
10712|53|32.8|98.4|7.94573643410853
10713|10|31.0|558.0|19.7319565755508
10714|2|19.0|570.0|19.3811628697722
10715|10|31.0|651.0|50.2314814814815
10716|21|10.0|50.0|7.08215297450425
10717|21|10.0|320.0|24.0285338839872
10718|12|38.0|1368.0|39.5033208200982
10719|18|62.5|750.0|66.6269865946503
10720|35|18.0|378.0|68.7272727272727
10721|44|19.45|972.5|100.0
10722|2|19.0|57.0|3.63057324840764
10723|26|31.23|468.45|100.0
10724|10|31.0|496.0|77.6820673453406
10725|41|9.65|115.8|40.2362751911049
10726|4|22.0|550.0|83.969465648855
10727|17|39.0|780.0|45.6140350877193
10728|30|25.89|388.35|29.9479467900521
10729|1|18.0|900.0|48.6486486486487
10730|16|17.45|261.75|51.3487003433055
10731|21|10.0|400.0|20.1005025125628
10732|76|18.0|360.0|100.0
10733|14|23.25|372.0|25.496915695682
10734|6|25.0|750.0|50.0550605666233
10735|61|28.5|570.0|95.6375838926175
10736|65|21.05|842.0|84.4533600802407
10737|13|6.0|24.0|17.1673819742489
10738|16|17.45|52.35|100.0
10739|36|19.0|114.0|47.5
10740|28|45.6|228.0|12.8813559322034
10741|2|19.0|285.0|100.0
10742|3|10.0|200.0|6.4143681847338
10743|46|12.0|336.0|100.0
10744|40|18.4|920.0|100.0
10745|18|62.5|1500.0|33.1140447701885
10746|13|6.0|36.0|1.55729549682052
10747|31|12.5|100.0|5.227801448101
10748|23|9.0|396.0|18.0327868852459
10749|56|38.0|570.0|52.7777777777778
10750|14|23.25|116.25|6.2124248496994
10751|26|31.23|374.76|22.0257896159769
10752|1|18.0|144.0|57.1428571428571
10753|45|9.5|38.0|43.1818181818182
10754|40|18.4|55.2|100.0
10755|47|9.5|285.0|10.9699769053118
10756|18|62.5|1312.5|52.7638190954774
10757|34|14.0|420.0|13.6275146009085
10758|26|31.23|624.6|37.9788398394746
10759|32|32.0|320.0|100.0
10760|25|14.0|168.0|5.08474576271187
10761|25|14.0|490.0|77.8395552025417
10762|39|18.0|288.0|6.64053493198063
10763|21|10.0|400.0|64.9350649350649
10764|3|10.0|200.0|7.8740157480315
10765|65|21.05|1684.0|100.0
10766|2|19.0|760.0|32.9004329004329
10767|42|14.0|28.0|100.0
10768|22|21.0|84.0|5.68720379146919
10769|41|9.65|289.5|16.9894366197183
10770|11|21.0|315.0|100.0
10771|71|21.5|344.0|100.0
10772|29|123.79|2228.22|61.83968783477
10773|17|39.0|1287.0|58.0710659898477
10774|31|12.5|25.0|2.85714285714286
10775|10|31.0|186.0|81.5789473684211
10776|31|12.5|200.0|2.86348342758966
10777|42|14.0|280.0|100.0
10778|41|9.65|96.5|100.0
10779|16|17.45|349.0|26.1423220973783
10780|70|15.0|525.0|72.9166666666667
10781|54|7.45|22.35|1.97377136044509
10782|31|12.5|12.5|100.0
10783|31|12.5|125.0|8.66551126516464
10784|36|19.0|570.0|34.5454545454545
10785|10|31.0|310.0|80.0
10786|8|40.0|1200.0|62.7008386237166
10787|2|19.0|285.0|10.3230947551434
10788|19|9.2|460.0|59.7402597402597
10789|18|62.5|1875.0|50.8543531326281
10790|7|30.0|90.0|10.5882352941176
10791|29|123.79|1733.06|89.9795437317633
10792|2|19.0|190.0|47.5178191821933
10793|41|9.65|135.1|70.6959706959707
10794|14|23.25|348.75|88.6389630194434
10795|16|17.45|1134.25|45.3836150845254
10796|26|31.23|655.83|22.7870663775851
10797|11|21.0|420.0|100.0
10798|62|49.3|98.6|22.0779220779221
10799|13|6.0|120.0|7.57097791798107
10800|11|21.0|1050.0|64.3323223968385
10801|17|39.0|1560.0|38.6540462857426
10802|30|25.89|647.25|16.4956992672826
10803|19|9.2|220.8|17.5824175824176
10804|10|31.0|1116.0|48.7251135172896
10805|34|14.0|140.0|5.04504504504505
10806|2|19.0|380.0|66.4219542038105
10807|40|18.4|18.4|100.0
10808|56|38.0|760.0|45.7831325301205
10809|52|7.0|140.0|100.0
10810|13|6.0|42.0|22.4598930481283
10811|19|9.2|138.0|16.1971830985916
10812|31|12.5|200.0|10.7991360691145
10813|2|19.0|228.0|35.1851851851852
10814|41|9.65|193.0|9.32367149758454
10815|33|2.5|40.0|100.0
10816|38|263.5|7905.0|88.9101338432122
10817|26|31.23|1249.2|10.8714003498481
10818|32|32.0|640.0|76.8307322929172
10819|43|46.0|322.0|67.5052410901468
10820|56|38.0|1140.0|100.0
10821|35|18.0|360.0|53.0973451327434
10822|62|49.3|147.9|62.1689785624212
10823|11|21.0|420.0|13.515687851971
10824|41|9.65|115.8|46.1722488038278
10825|26|31.23|374.76|36.357639023633
10826|31|12.5|437.5|59.9315068493151
10827|10|31.0|465.0|55.1601423487544
10828|20|81.0|405.0|43.4549356223176
10829|2|19.0|190.0|10.7709750566893
10830|6|25.0|150.0|7.59878419452887
10831|19|9.2|18.4|0.685441811950529
10832|13|6.0|18.0|3.16372264698128
10833|7|30.0|600.0|59.5415302173266
10834|29|123.79|990.32|65.6658621329868
10835|59|55.0|825.0|96.9447708578143
10836|22|21.0|1092.0|23.2068855594517
10837|13|6.0|36.0|2.87081339712919
10838|1|18.0|72.0|2.78583865351132
10839|58|13.25|397.5|43.2300163132137
10840|25|14.0|84.0|31.8181818181818
10841|10|31.0|496.0|10.827330277232
10842|11|21.0|315.0|32.3076923076923
10843|51|53.0|212.0|100.0
10844|22|21.0|735.0|100.0
10845|23|9.0|630.0|15.5210643015521
10846|4|22.0|462.0|41.5467625899281
10847|1|18.0|1440.0|23.3580431150546
10848|5|21.35|640.5|68.7600644122383
10849|3|10.0|490.0|46.5717490067862
10850|25|14.0|280.0|37.8378378378378
10851|2|19.0|95.0|3.46715328467153
10852|2|19.0|285.0|9.55093833780161
10853|18|62.5|625.0|100.0
10854|10|31.0|3100.0|88.8252148997135
10855|16|17.45|872.5|38.3474343478739
10856|2|19.0|380.0|57.5757575757576
10857|3|10.0|300.0|11.4027252513351
10858|7|30.0|150.0|23.1124807395994
10859|24|4.5|180.0|12.515209455936
10860|51|53.0|159.0|30.635838150289
10861|17|39.0|1638.0|46.4891865811432
10862|11|21.0|525.0|90.3614457831325
10863|1|18.0|360.0|69.364161849711
10864|35|18.0|72.0|25.531914893617
10865|38|263.5|15810.0|91.6521739130435
10866|2|19.0|399.0|27.2988505747126
10867|53|32.8|98.4|100.0
10868|26|31.23|624.6|31.1583358275965
10869|1|18.0|720.0|44.1717791411043
10870|35|18.0|54.0|33.75
10871|6|25.0|1250.0|59.998080061438
10872|55|24.0|240.0|11.0762414620639
10873|21|10.0|200.0|59.3824228028504
10874|10|31.0|310.0|100.0
10875|19|9.2|230.0|31.5284441398218
10876|46|12.0|252.0|27.4809160305344
10877|16|17.45|523.5|25.0958772770853
10878|20|81.0|1620.0|100.0
10879|40|18.4|220.8|36.1197448061508
10880|23|9.0|270.0|14.4
10881|73|15.0|150.0|100.0
10882|42|14.0|350.0|35.4107648725212
10883|24|4.5|36.0|100.0
10884|21|10.0|400.0|27.5747966358748
10885|2|19.0|380.0|31.4309346567411
10886|10|31.0|2170.0|69.3844924060751
10887|25|14.0|70.0|100.0
10888|2|19.0|380.0|62.8099173553719
10889|11|21.0|840.0|7.38137082601054
10890|17|39.0|585.0|68.0153470526683
10891|30|25.89|388.35|100.0
10892|59|55.0|2200.0|100.0
10893|8|40.0|1200.0|21.809814780148
10894|13|6.0|168.0|5.79710144927536
10895|24|4.5|495.0|7.75935040912939
10896|45|9.5|142.5|18.9873417721519
10897|29|123.79|9903.2|91.3980677862235
10898|13|6.0|30.0|100.0
10899|39|18.0|144.0|100.0
10900|70|15.0|45.0|100.0
10901|41|9.65|289.5|30.9791332263242
10902|55|24.0|720.0|70.8800945067927
10903|13|6.0|240.0|25.7496915401534
10904|58|13.25|198.75|10.3286994933091
10905|1|18.0|360.0|100.0
10906|61|28.5|427.5|100.0
10907|75|7.75|108.5|100.0
10908|7|30.0|600.0|85.9598853868195
10909|7|30.0|360.0|53.7313432835821
